date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-07-26,26.9,21.42,20.5,14.1,30,,75,53.9,53.5,32,13.6,11.3,10.8,7.9,16,9.88,10,4,,,102.37,102.21,102.21,102.05,100.29,100.13,100.14,99.98,24100,24100,24100,24100,,,,,0,2.5,15.5,13.5,10.5,0,0,0,,6:01:00,1721988060,6.02,20:46:00,1722041160,20.77,14.75,8,8,27,27,16,16,,,,,,5,2.3,2.5,0,,,,
2024-07-25,24.8,20.14,20.25,15.7,26,,100,62.9,69,38,16.4,12.1,12.1,7.8,30,19.75,20,10,43,33,102.24,102.06,102.04,101.85,100.17,99.99,99.98,99.79,24100,24100,24100,24100,,,,,0,2.2,15.2,13.2,10.2,0,0,0,,6:00:00,1721901600,6,20:47:00,1721954820,20.78,14.78,7,7,25,25,15,16,,,,,,7,2.2,3.5,0,,,,
2024-07-24,26.7,22.74,21.54,16.4,34,,100,79.5,80.5,61,22,18.9,18.4,14.8,34,15.04,17,0,53,24,101.81,101.58,101.63,101.46,99.75,99.53,99.58,99.41,24100,22962.5,15250,6400,,,,,0,3.5,16.5,14.5,11.5,22,22,0,,5:59:00,1721815140,5.98,20:48:00,1721868480,20.8,14.82,6,6,26,26,16,17,,,,,,8,5.4,5,2,,,,
2024-07-23,27.8,23.55,23.45,19.1,32,,95,61.3,65,35,21.9,15.4,14.9,8,18,10.04,9,0,,,101.76,101.65,101.64,101.52,99.71,99.6,99.59,99.47,24100,23766.7,20100,16100,,,,,0,5.5,18.4,16.4,13.4,0.3,0.3,0,,5:58:00,1721728680,5.97,20:49:00,1721782140,20.82,14.85,7,7,27,27,18,19,,,,,,8,6.4,5.5,3,,,,
2024-07-22,27.5,22.12,22.1,16.7,32,,77,64.1,62,47,17.4,14.9,15,12.6,17,9.79,10,3,,,101.87,101.63,101.64,101.42,99.81,99.57,99.58,99.36,24100,24100,24100,24100,,,,,0,4.1,17.1,15.1,12.1,0.3,0.3,0,,5:57:00,1721642220,5.95,20:50:00,1721695800,20.83,14.88,8,8,27,27,19,19,,,,,,8,5.3,4,0,,,,
2024-07-21,27.2,22.7,22.65,18.1,33,,75,63,63.5,52,17.8,15.3,15.1,12.4,25,9.54,14,3,31,35,101.86,101.77,101.78,101.7,99.8,99.71,99.72,99.64,24100,24100,24100,24100,,,,,0,4.7,17.6,15.7,12.7,0,0,0,,5:56:00,1721555760,5.93,20:51:00,1721609460,20.85,14.92,8,8,27,27,17,17,,,,,,8,5.5,5,2,,,,
2024-07-20,28.3,22.26,21.3,14.3,31,,96,59.5,69,42,15.4,13.5,13.6,11.8,21,11.5,13.5,6,31,32,101.97,101.8,101.8,101.63,99.9,99.73,99.74,99.57,24100,24100,24100,24100,,,,,0,3.3,16.3,14.3,11.3,0,0,0,,5:55:00,1721469300,5.92,20:52:00,1721523120,20.87,14.95,8,8,28,28,18,18,,,,,,7,3.6,3.5,0,,,,
2024-07-19,25.6,19.63,19.1,12.6,27,,91,62.6,66.5,42,13.6,11.9,12.4,11.2,18,10.92,10.5,3,28,14,102.2,102.05,102.04,101.89,100.12,99.98,99.97,99.82,24100,24100,24100,24100,,,,,0,1.1,14.1,12.1,9.1,0,0,0,,5:54:00,1721382840,5.9,20:53:00,1721436780,20.88,14.98,8,8,25,25,16,16,,,,,,6,2.2,3,0,,,,
2024-07-18,22.6,18.83,18.45,14.3,,,90,65.9,69.5,49,14.2,12.2,11.9,9.7,27,20.17,18.5,10,43,32,102.02,101.69,101.67,101.32,99.94,99.62,99.61,99.27,24100,24100,24100,24100,,,,,0,0.4,13.4,11.4,8.4,0,0,0,,5:53:00,1721296380,5.88,20:54:00,1721350440,20.9,15.02,6,7,23,23,14,14,,,,,,7,2.9,3.5,0,,,,
2024-07-17,27.8,23.17,22.35,16.9,32,,100,61.5,70,40,22.3,15,16.8,11.3,22,14.96,15.5,9,35,35,101.29,100.99,101.03,100.76,99.24,98.95,98.99,98.73,24100,24100,24100,24100,,,,,0,4.3,17.4,15.3,12.3,0,0,0,,5:52:00,1721209920,5.87,20:55:00,1721264100,20.92,15.05,9,9,28,28,16,19,,,,,,7,5.2,3.5,0,,,,
2024-07-16,28.7,23.2,24.1,19.5,37,,100,90,82.5,65,22.6,21.3,21.2,19.9,27,13.92,14.5,2,72,19,100.83,100.64,100.62,100.41,98.79,98.6,98.58,98.38,24100,21020.8,12850,1600,,,,,0,6.1,19.1,17.1,14.1,97.8,97.8,0,,5:51:00,1721123460,5.85,20:55:00,1721177700,20.92,15.07,8,9,26,29,19,19,,,,,,8,5.6,4.5,1,,,,
2024-07-15,26.8,23.29,23.9,21,35,,100,94.4,82,64,23.9,22.2,21.6,19.2,23,11.21,13.5,4,31,23,101.08,100.91,100.88,100.68,99.04,98.87,98.84,98.64,24100,18641.7,13050,2000,,,,,0,5.9,18.9,16.9,13.9,25.1,25.1,0,,5:50:00,1721037000,5.83,20:56:00,1721091360,20.93,15.1,4,7,29,29,20,22,,,,,,8,4.7,4,0,,,,
2024-07-14,28.1,23.78,23.75,19.4,36,,100,83.8,82.5,65,23.2,20.8,20.5,17.8,23,10.38,12,1,65,24,101.88,101.46,101.47,101.06,99.83,99.41,99.42,99.02,24100,23633.3,18500,12900,,,,,0,5.8,18.8,16.8,13.8,6.6,6.6,0,,5:50:00,1720950600,5.83,20:57:00,1721005020,20.95,15.12,8,9,30,30,20,23,,,,,,8,4.2,4,0,,,,
2024-07-13,28.6,23.73,22.6,16.6,34,,100,69.6,72,44,20.2,17.1,17.4,14.7,18,8.58,10.5,3,,,102.2,102.05,102.03,101.86,100.13,99.99,99.97,99.81,24100,23300,16900,9700,,,,,0,4.6,17.6,15.6,12.6,0,0,0,,5:49:00,1720864140,5.82,20:58:00,1720918680,20.97,15.15,8,8,30,30,19,19,,,,,,5,1.1,2.5,0,,,,
2024-07-12,27.9,22.21,22.65,17.4,34,,100,79.2,78,56,22.1,18.1,18.8,15.4,19,9,10.5,2,31,30,102.1,102.01,102.01,101.91,100.03,99.95,99.94,99.85,24100,22500,16900,9700,,,,,0,4.7,17.6,15.7,12.7,4,4,0,,5:48:00,1720777680,5.8,20:58:00,1720832280,20.97,15.17,9,9,28,28,19,19,,,,,,8,3.6,4,0,,,,
2024-07-11,27.4,22,22.9,18.4,33,,100,80.5,79.5,59,19.6,18.2,17.4,15.2,26,18,15,4,34,35,101.9,101.36,101.28,100.66,99.84,99.3,99.22,98.61,24100,20229.2,14450,4800,,,,,0,4.9,17.9,15.9,12.9,3.1,3.1,0,,5:47:00,1720691220,5.78,20:59:00,1720745940,20.98,15.2,8,9,25,25,17,19,,,,,,8,6.3,4.5,1,,,,
2024-07-10,23.4,20.64,20.7,18,30,,100,90.8,81.5,63,21.4,18.9,18.4,15.4,27,15.75,17,7,42,6,101.14,100.71,100.81,100.47,99.1,98.68,98.77,98.44,24100,18625,14450,4800,,,,,0,2.7,15.7,13.7,10.7,46.1,46.1,0,,5:46:00,1720604760,5.77,20:59:00,1720659540,20.98,15.22,2,4,23,23,19,19,,,,,,8,7.9,7.5,7,,,,
2024-07-09,29.5,25.3,25,20.5,37,,85,67.3,70.5,56,20.9,18.8,18.8,16.7,23,12.96,13.5,4,35,22,101.42,101.25,101.27,101.13,99.38,99.21,99.23,99.09,24100,24100,24100,24100,,,,,0,7,20,18,15,0,0,0,,5:46:00,1720518360,5.77,21:00:00,1720573200,21,15.23,10,10,30,30,19,19,,,,,,8,6.4,5.5,3,,,,
2024-07-08,29.1,24.49,23.55,18,35,,92,66,71,50,18.6,17.5,17.2,15.8,20,10.33,12,4,,,101.79,101.6,101.59,101.39,99.73,99.55,99.54,99.35,24100,24100,24100,24100,,,,,0,5.5,18.6,16.6,13.6,0,0,0,,5:45:00,1720431900,5.75,21:00:00,1720486800,21,15.25,9,9,30,31,20,21,,,,,,7,4.6,3.5,0,,,,
2024-07-07,27.9,23.03,22.9,17.9,32,,95,67.7,71.5,48,18.7,16.4,16.5,14.3,22,11.38,11,0,,,101.7,101.62,101.57,101.45,99.65,99.57,99.53,99.4,24100,24100,24100,24100,,,,,0,4.9,17.9,15.9,12.9,0,0,0,,5:44:00,1720345440,5.73,21:01:00,1720400460,21.02,15.28,9,9,28,28,19,19,,,,,,7,1.7,3.5,0,,,,
2024-07-06,27.7,23.17,23.15,18.6,33,,100,75.3,76,52,20.2,18.3,18.1,16.1,30,13.71,16,2,42,27,101.38,101.02,101.09,100.81,99.33,98.98,99.05,98.77,24100,23900,21700,19300,,,,,0,5.2,18.1,16.1,13.2,0,0,0,,5:43:00,1720258980,5.72,21:01:00,1720314060,21.02,15.3,9,9,27,27,18,18,,,,,,7,3.6,4,1,,,,
2024-07-05,28.4,23.45,24.04,19.7,32,,99,69,73,47,20.5,17.1,17.5,14.5,22,10.12,12.5,3,35,21,101.01,100.91,100.9,100.79,98.98,98.88,98.87,98.75,24100,23566.7,20100,16100,,,,,0,6,19,17,14,2.7,2.7,0,,5:43:00,1720172580,5.72,21:02:00,1720227720,21.03,15.32,9,9,28,28,18,20,,,,,,8,5.4,4.5,1,,,,
2024-07-04,30.4,25.14,24.7,19,36,,100,70,74.5,49,21.6,18.8,18.8,16,25,11.88,14.5,4,32,26,101.29,101.17,101.14,100.98,99.25,99.13,99.1,98.95,24100,24100,24100,24100,,,,,0,6.7,19.7,17.7,14.7,0,0,0,,5:42:00,1720086120,5.7,21:02:00,1720141320,21.03,15.33,9,9,29,29,18,19,,,,,,8,5.5,4,0,,,,
2024-07-03,30,24.82,24.75,19.5,37,,84,69.2,70,56,21.8,18.8,18.6,15.3,36,17.83,22,8,55,21,101.78,101.28,101.4,101.02,99.72,99.23,99.35,98.98,24100,24100,24100,24100,,,,,0,6.8,19.8,17.8,14.8,0,0,0,,5:41:00,1719999660,5.68,21:02:00,1720054920,21.03,15.35,10,10,29,29,19,19,,,,,,8,5,4,0,,,,
2024-07-02,23.7,19.98,18.75,13.8,26,,86,59.8,65,44,14.8,11.7,12.2,9.5,21,10.25,11.5,2,33,12,102.48,102.23,102.16,101.83,100.4,100.15,100.08,99.77,24100,24100,24100,24100,,,,,0,0.8,13.8,11.8,8.8,0,0,0,,5:41:00,1719913260,5.68,21:02:00,1719968520,21.03,15.35,9,9,24,24,19,19,,,,,,8,4.9,4,0,,,,
2024-07-01,24.1,18.47,17.55,11,26,,92,58.2,67,42,11.2,9.5,9.8,8.4,25,13.75,13.5,2,42,2,102.52,102.36,102.37,102.22,100.43,100.28,100.28,100.13,24100,24100,24100,24100,,,,,0.4,0,12.6,10.6,7.5,0,0,0,,5:40:00,1719826800,5.67,21:03:00,1719882180,21.05,15.38,8,8,26,26,14,15,,,,,,3,0.8,1.5,0,,,,
2024-06-30,22.4,17.9,17.7,13,32,,100,76.2,80,60,22.3,13.5,15.4,8.5,40,25.33,26.5,13,52,32,102.2,101.58,101.58,100.97,100.11,99.52,99.52,98.93,24100,23362.5,15250,6400,,,,,0.3,0,12.7,10.7,7.7,0.6,0.6,0,,5:40:00,1719740400,5.67,21:03:00,1719795780,21.05,15.38,6,8,22,22,13,13,,,,,,8,5.1,4.5,1,,,,
2024-06-29,27.2,22.18,22.6,18,38,,100,93.1,88,76,25,20.9,20.4,15.9,29,13.92,17,5,48,26,101.36,101.01,101.11,100.85,99.3,98.96,99.06,98.81,24100,17775,13250,2400,,,,,0,4.6,17.6,15.6,12.6,15.9,15.9,0,,5:39:00,1719653940,5.65,21:03:00,1719709380,21.05,15.4,6,6,25,25,19,19,,,,,,8,7,4.5,1,,,,
2024-06-28,22.1,17.68,16.39,10.7,,,93,60.6,69.5,46,17.1,9.9,10.9,4.7,18,9.58,10,2,,,101.99,101.74,101.68,101.37,99.91,99.67,99.61,99.31,24100,24100,24100,24100,,,,,1.6,0,11.4,9.4,6.4,0,0,0,,5:39:00,1719567540,5.65,21:03:00,1719622980,21.05,15.4,9,9,23,23,18,19,,,,,,8,5.2,4.5,1,,,,
2024-06-27,22.2,17.62,17.25,12.3,,,94,58.7,61,28,15.7,8.8,8.2,0.6,28,18.5,18.5,9,39,1,101.73,101.26,101.26,100.78,99.65,99.2,99.19,98.74,24100,24100,24100,24100,,,,,0.8,0,12.2,10.2,7.2,0,0,0,,5:38:00,1719481080,5.63,21:03:00,1719536580,21.05,15.42,8,8,22,22,8,11,,,,,,6,2.6,3,0,,,,
2024-06-26,29,22.08,22.5,16,31,,100,73.9,67.5,35,20.4,16.4,15.9,11.5,23,15.12,16,9,51,27,100.76,100.64,100.62,100.48,98.72,98.61,98.58,98.45,24100,23100,18500,12900,,,,,0,4.5,17.5,15.5,12.5,6.7,6.7,0,,5:38:00,1719394680,5.63,21:03:00,1719450180,21.05,15.42,8,8,25,27,14,14,,,,,,8,5.9,4.5,1,,,,
2024-06-25,26.9,22.35,21.75,16.6,33,,80,65.8,68,56,18.9,15.7,15.3,11.7,36,16.75,20,4,58,23,101.33,100.86,100.9,100.47,99.28,98.82,98.86,98.44,24100,24100,24100,24100,,,,,0,3.8,16.8,14.8,11.8,0,0,0,,5:37:00,1719308220,5.62,21:03:00,1719363780,21.05,15.43,8,8,25,25,19,20,,,,,,8,5.5,4,0,,,,
2024-06-24,28.4,22.86,22.85,17.3,29,,75,52.6,51.5,28,15.3,11.9,11.8,8.3,33,22.5,22,11,47,33,101.3,101.05,100.88,100.45,99.25,99,98.83,98.41,24100,24100,24100,24100,,,,,0,4.8,17.9,15.8,12.8,0,0,0,,5:37:00,1719221820,5.62,21:03:00,1719277380,21.05,15.43,7,7,27,27,16,17,,,,,,8,2.1,4,0,,,,
2024-06-23,27.4,22.17,22.54,17.7,34,,100,79.7,80.5,61,22.2,18.3,17.6,12.9,55,28.04,29.5,4,73,28,100.69,100.12,100.26,99.84,98.65,98.09,98.24,97.82,24100,23566.7,20100,16100,,,,,0,4.5,17.5,15.5,12.5,0.7,0.7,0,,5:37:00,1719135420,5.62,21:03:00,1719190980,21.05,15.43,6,7,26,27,16,17,,,,,,8,6.8,6.5,5,,,,
2024-06-22,24.7,21.79,22.4,20.1,32,,100,87.8,88.5,77,22.5,19.6,20,17.5,18,9.92,10,2,32,11,101.83,101.44,101.32,100.8,99.77,99.38,99.26,98.76,24100,22566.7,20100,16100,,,,,0,4.4,17.4,15.4,12.4,0.5,0.5,0,,5:36:00,1719048960,5.6,21:03:00,1719104580,21.05,15.45,4,9,28,28,21,21,,,,,,8,7.1,6.5,5,,,,
2024-06-21,25.4,22.38,23.1,20.8,33,,100,90.2,86.5,73,22.5,20.7,20.6,18.8,16,8.67,8.5,1,,,102.39,102.15,102.13,101.87,100.33,100.09,100.07,99.81,24100,21695.8,14450,4800,,,,,0,5.1,18.1,16.1,13.1,7.6,7.6,0,,5:36:00,1718962560,5.6,21:03:00,1719018180,21.05,15.45,4,10,27,27,20,20,,,,,,8,6.4,6,4,,,,
2024-06-20,30.7,25.13,25.45,20.2,40,,100,82.2,75.5,51,23.5,21.6,21.1,18.7,35,11.04,19.5,4,70,27,102.68,102.45,102.51,102.33,100.62,100.39,100.44,100.27,24100,20958.3,12850,1600,,,,,0,7.5,20.4,18.4,15.4,50.8,50.8,0,,5:36:00,1718876160,5.6,21:03:00,1718931780,21.05,15.45,10,10,31,32,20,22,,,,,,8,6.1,5,2,,,,
2024-06-19,34.5,27.49,28.65,22.8,44,,87,67.4,66,45,22.7,20.7,20.2,17.7,46,11.75,24.5,3,62,27,102.41,102.29,102.26,102.1,100.35,100.24,100.2,100.05,24100,23500,21700,19300,,,,,0,10.7,23.6,21.6,18.6,0.5,0.5,0,,5:36:00,1718789760,5.6,21:02:00,1718845320,21.03,15.43,10,10,32,32,23,23,,,,,,7,6,5,3,,,,
2024-06-18,32.4,26,26.9,21.4,42,,100,75.4,78,56,23.2,21.2,20.7,18.2,23,13.46,14.5,6,64,33,102.16,101.96,101.94,101.72,100.1,99.91,99.89,99.68,24100,22962.5,15250,6400,,,,,0,8.9,21.9,19.9,16.9,8.2,8.2,0,,5:36:00,1718703360,5.6,21:02:00,1718758920,21.03,15.43,10,10,32,32,23,23,,,,,,8,4.6,4,0,,,,
2024-06-17,30.3,23.37,23,15.7,38,,83,64.4,67,51,21.5,16.3,15.2,8.9,40,13.71,21,2,53,23,101.71,101.59,101.6,101.48,99.66,99.53,99.55,99.43,24100,23900,21700,19300,,,,,0,5,18,16,13,0,0,0,,5:35:00,1718616900,5.58,21:02:00,1718672520,21.03,15.45,9,10,31,32,21,21,,,,,,7,3.9,4,1,,,,
2024-06-16,23.2,18.19,17.14,11.1,,,78,54.7,57.5,37,10.3,8.6,8.7,7.1,19,12,11.5,4,31,12,102.31,102.03,101.94,101.57,100.22,99.95,99.87,99.51,24100,24100,24100,24100,,,,,0.9,0,12.1,10.1,7.1,0,0,0,,5:35:00,1718530500,5.58,21:01:00,1718586060,21.02,15.43,9,9,23,23,17,17,,,,,,7,4.8,4.5,2,,,,
2024-06-15,22.6,17.33,17.64,12.7,,,83,55.9,56.5,30,10,8,6.9,3.8,21,13.71,12,3,40,35,102.22,102.05,101.96,101.69,100.14,99.97,99.88,99.62,24100,24100,24100,24100,,,,,0.4,0,12.6,10.6,7.6,0,0,0,,5:35:00,1718444100,5.58,21:01:00,1718499660,21.02,15.43,8,8,21,21,12,12,,,,,,7,1.8,3.5,0,,,,
2024-06-14,24,20.45,19.35,14.7,27,,77,56,59,41,16.6,11.2,11.4,6.3,28,20.29,20.5,13,42,34,101.69,101.27,101.28,100.86,99.62,99.22,99.23,98.83,24100,24100,24100,24100,,,,,0,1.4,14.3,12.3,9.3,0,0,0,,5:35:00,1718357700,5.58,21:01:00,1718413260,21.02,15.43,6,7,24,24,13,13,,,,,,7,2.7,3.5,0,,,,
2024-06-13,30.7,24.12,23.5,16.3,36,,84,57.8,62,40,19.6,15.1,15.4,11.2,37,18.96,19.5,2,64,22,101.26,100.92,100.94,100.62,99.2,98.88,98.89,98.59,24100,24100,24100,24100,,,,,0,5.5,18.5,16.5,13.5,0.7,0.7,0,,5:35:00,1718271300,5.58,21:00:00,1718326800,21,15.42,9,9,28,28,18,18,,,,,,8,5.8,5.5,3,,,,
2024-06-12,22.4,17.08,16.45,10.5,,,92,70,71.5,51,12.7,11.3,11.4,10.1,21,12.33,12,3,34,14,101.71,101.54,101.51,101.3,99.63,99.47,99.43,99.23,24100,24100,24100,24100,,,,,1.6,0,11.4,9.4,6.5,0,0,0,,5:35:00,1718184900,5.58,21:00:00,1718240400,21,15.42,7,7,23,23,16,16,,,,,,8,4.8,4.5,1,,,,
2024-06-11,18.7,13.72,14.6,10.5,,,84,70.2,71,58,11.1,8.4,8.6,6.1,17,11.92,9.5,2,,,101.68,101.54,101.49,101.29,99.6,99.46,99.4,99.21,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,5:35:00,1718098500,5.58,20:59:00,1718153940,20.98,15.4,7,7,20,20,11,11,,,,,,8,6.2,4.5,1,,,,
2024-06-10,16.3,12.89,13.8,11.3,,,95,73.8,77,59,11.1,8.2,8.9,6.8,29,20.58,22.5,16,39,30,101.29,100.8,100.87,100.44,99.21,98.73,98.79,98.38,24100,24100,24100,24100,,,,,4.2,0,8.8,6.8,3.8,0,0,0,,5:36:00,1718012160,5.6,20:59:00,1718067540,20.98,15.38,6,6,17,17,10,10,,,,,,8,6.5,4,0,,,,
2024-06-09,19,14.77,14.8,10.6,,,100,78.9,78.5,57,13.1,10.9,10.7,8.2,39,20.67,23,7,53,31,100.62,100.44,100.45,100.28,98.57,98.39,98.39,98.22,24100,23900,21700,19300,,,,,3.2,0,9.8,7.8,4.8,2.8,2.8,0,,5:36:00,1717925760,5.6,20:58:00,1717981080,20.97,15.37,5,5,19,19,11,11,,,,,,8,5.5,5,2,,,,
2024-06-08,21.7,16.29,16.75,11.8,,,100,71.6,73.5,47,13.9,10.7,10.9,8,41,21.62,22.5,4,58,28,100.96,100.8,100.78,100.6,98.89,98.73,98.72,98.54,24100,23300,21700,19300,,,,,1.2,0,11.8,9.8,6.8,4.2,4.2,0,,5:36:00,1717839360,5.6,20:58:00,1717894680,20.97,15.37,7,7,22,22,13,13,,,,,,8,5.4,4.5,1,,,,
2024-06-07,19.4,16.46,16.6,13.8,,,95,75.5,78,61,15.1,12.1,12.8,10.4,34,19.88,23,12,52,29,100.67,100.25,100.33,100,98.61,98.21,98.29,97.97,24100,23500,16900,9700,,,,,1.4,0,11.6,9.6,6.6,3.9,3.9,0,,5:36:00,1717752960,5.6,20:57:00,1717808220,20.95,15.35,3,6,20,20,12,13,,,,,,8,6.9,4.5,1,,,,
2024-06-06,26.7,21.31,21.1,15.5,28,,100,68.8,68.5,37,19.9,14.4,14.4,9,37,18.21,20,3,59,23,100.16,99.95,99.99,99.82,98.13,97.92,97.97,97.8,24100,22166.7,16900,9700,,,,,0,3.1,16.1,14.1,11.1,0.8,0.8,0,,5:37:00,1717666620,5.62,20:56:00,1717721760,20.93,15.32,8,8,25,25,15,15,,,,,,8,5.4,4.5,1,,,,
2024-06-05,25.6,21.68,21.7,17.8,33,,100,77.3,84,68,20.8,17.5,17.8,14.7,20,11.21,12.5,5,39,21,101.08,100.63,100.63,100.18,99.03,98.6,98.59,98.15,24100,24100,24100,24100,,,,,0,3.7,16.7,14.7,11.7,3.2,3.2,0,,5:37:00,1717580220,5.62,20:56:00,1717635360,20.93,15.32,7,7,26,26,19,19,,,,,,8,5.8,4,0,,,,
2024-06-04,26.8,21.17,21.05,15.3,33,,99,75.8,79.5,60,19.1,16.5,16.8,14.5,15,8.83,9.5,4,,,101.53,101.33,101.33,101.13,99.47,99.27,99.28,99.08,24100,23233.3,20100,16100,,,,,0,3,16.1,14.1,11.1,0,0,0,,5:37:00,1717493820,5.62,20:55:00,1717548900,20.92,15.3,8,8,27,27,18,19,,,,,,8,4.8,4,0,,,,
2024-06-03,23.4,18.42,19.54,15.7,29,,100,90.8,85.5,71,20.3,16.8,17.9,15.5,14,7.54,7.5,1,,,101.61,101.45,101.47,101.33,99.53,99.38,99.4,99.27,24100,12558.3,12150,200,,,,,0,1.5,14.5,12.5,9.5,0,0,0,,5:38:00,1717407480,5.63,20:54:00,1717462440,20.9,15.27,5,7,24,24,16,16,,,,,,8,4.5,4,0,,,,
2024-06-02,18.2,16.21,16.3,14.4,,,100,82.8,74.5,49,17,12.9,11.7,6.3,12,6.83,7,2,,,101.64,101.52,101.53,101.42,99.58,99.45,99.47,99.35,24100,13041.7,12250,400,,,,,1.7,0,11.3,9.3,6.3,7,7,0,,5:38:00,1717321080,5.63,20:54:00,1717376040,20.9,15.27,3,6,20,20,15,16,,,,,,8,7.8,6.5,5,,,,
2024-06-01,24,18.12,17.55,11.1,,,69,50,49,29,12.6,7.2,8.2,3.7,18,10.29,10,2,,,102.31,102.09,102.02,101.74,100.23,100.01,99.95,99.67,24100,24100,24100,24100,,,,,0.4,0,12.6,10.6,7.5,0,0,0,,5:38:00,1717234680,5.63,20:53:00,1717289580,20.88,15.25,7,7,25,25,14,16,,,,,,8,5.4,4,0,,,,
2024-05-31,24.3,17.31,16.25,8.2,,,67,44.5,46.5,26,7.2,4.5,4.8,2.5,21,12.54,12,3,35,29,102.56,102.32,102.33,102.11,100.47,100.23,100.25,100.03,24100,24100,24100,24100,,,,,1.8,0,11.2,9.2,6.2,0,0,0,,5:39:00,1717148340,5.65,20:52:00,1717203120,20.87,15.22,7,7,25,25,12,12,,,,,,4,0.6,2,0,,,,
2024-05-30,18.9,13.99,13.39,7.9,,,77,48.6,54.5,32,4.7,2.8,2.5,0.2,32,18,22,12,41,31,102.23,102.11,102.06,101.89,100.14,100.02,99.97,99.8,24100,24100,24100,24100,,,,,4.6,0,8.4,6.4,3.4,0,0,0,,5:40:00,1717062000,5.67,20:51:00,1717116660,20.85,15.18,6,6,19,19,7,7,,,,,,2,0.6,1,0,,,,
2024-05-29,19.4,15.46,14.6,9.8,,,95,58.3,59.5,24,12.8,6.2,4.8,-3.2,30,19.12,19.5,9,44,33,101.86,101.6,101.58,101.3,99.77,99.52,99.5,99.23,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,5:40:00,1716975600,5.67,20:50:00,1717030200,20.83,15.17,6,6,19,20,9,9,,,,,,7,4.6,3.5,0,,,,
2024-05-28,20.4,16.56,17.2,14,,,97,83.2,81.5,66,16.6,13.7,14.5,12.4,28,18.04,17.5,7,44,31,101.33,100.81,100.83,100.32,99.26,98.75,98.77,98.28,24100,23766.7,20100,16100,,,,,0.8,0,12.2,10.2,7.2,8.6,8.6,0,,5:41:00,1716889260,5.68,20:50:00,1716943800,20.83,15.15,3,3,20,20,12,12,,,,,,8,7.1,7,6,,,,
2024-05-27,25.1,18.95,20.25,15.4,31,,100,87,76.5,53,19.3,16.5,16.3,13.3,47,22.21,28.5,10,63,21,100.4,99.97,100.07,99.73,98.35,97.94,98.03,97.71,24100,19558.3,12850,1600,,,,,0,2.2,15.2,13.2,10.2,26,26,0,,5:41:00,1716802860,5.68,20:49:00,1716857340,20.82,15.13,4,4,24,24,14,14,,,,,,8,7,5.5,3,,,,
2024-05-26,22,17.19,16.85,11.7,,,100,75.1,72.5,45,14.2,12.3,11.7,9.2,34,14.5,18,2,51,10,101.45,101.17,100.92,100.4,99.38,99.11,98.87,98.36,24100,21270.8,12450,800,,,,,1.1,0,11.8,9.8,6.8,5.4,5.4,0,,5:42:00,1716716520,5.7,20:48:00,1716770880,20.8,15.1,8,8,23,23,17,17,,,,,,8,5,4,0,,,,
2024-05-25,20.1,15.02,16.05,12,,,100,80.5,81,62,15.5,11.6,11.3,7.1,18,9.67,9.5,1,32,10,101.23,101.08,101.04,100.85,99.15,99.02,98.97,98.78,24100,22966.7,16900,9700,,,,,2,0,11.1,9.1,6,6.4,6.4,0,,5:43:00,1716630180,5.72,20:47:00,1716684420,20.78,15.07,6,6,21,21,13,13,,,,,,8,5.2,4,0,,,,
2024-05-24,26.3,19.49,19.7,13.1,27,,68,49.2,50,32,10.4,8.3,7.7,5,35,18.33,21.5,8,50,30,101.21,101.12,101.12,101.04,99.15,99.07,99.07,98.99,24100,24100,24100,24100,,,,,0,1.7,14.7,12.7,9.7,0,0,0,,5:44:00,1716543840,5.73,20:46:00,1716597960,20.77,15.03,7,7,27,27,14,14,,,,,,3,1.1,1.5,0,,,,
